LogType(v1.1),RootLogId,SubLogId,TransactionId,Instance,Operation,Status,User,Hostname,Protocol,Target,StartTime,ExecuteTime,ResponseCode,FullRequest,FullResponse,ReplayLogId
internal,node11609210710520947CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.939,00 00:00:00.003,0,,,
southbound,node11609210710520947CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.939,00 00:00:00.002,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 10
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: operateTime:20150402000005
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G
StartD: 23-03-2015T00:00:33
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:44
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",
northbound,node11609210710520948CAI3G1_2,,,ISDN=008615800000001,Set,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.52.991,00 00:00:00.105,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:addUsrLocation>
         <inPara>
            <subscriber>
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
            <subscribedUsrLocation>
               <attribute>
                  <key>usrSessionPolicyCode</key>
                  <value>20G</value>
               </attribute>
               <attribute>
                  <key>UsrLocation</key>
                  <value>1-010</value>
               </attribute>
               <attribute>
                  <key>operateTime</key>
                  <value>20150402000000</value>
               </attribute>
            </subscribedUsrLocation>
            <subscribedUsrLocation>
               <attribute>
                  <key>usrSessionPolicyCode</key>
                  <value>100G</value>
               </attribute>
               <attribute>
                  <key>UsrLocation</key>
                  <value>1-101,2-201,3-301,1-102,1-103,3-302,9-901,2-202,1-104,2-203</value>
               </attribute>
               <attribute>
                  <key>operateTime</key>
                  <value>20150402000000</value>
               </attribute>
            </subscribedUsrLocation>
         </inPara>
      </pcrf1:addUsrLocation>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:addUsrLocationResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode></result></ns3:addUsrLocationResponse></S:Body></S:Envelope>",
internal,node11609210710520948CAI3G1_2,/1,,pcSubscriberId=008615800000001,UPDATE,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}SetSAPCSubscription,2016-09-21 07.10.53.074,00 00:00:00.001,0,"<?xml version=""1.0"" encoding=""ISO-8859-1"" standalone=""yes""?>
<SetSAPCSubscription xmlns=""http://schemas.ericsson.com/ma/SAPC/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" pcSubscriberId=""008615800000001"">
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_20G_1_01:010"">
<pcOperatorSpecificInfo>ulu_20G_1_01:010</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_01:101"">
<pcOperatorSpecificInfo>ulu_100G_1_01:101</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_02:102"">
<pcOperatorSpecificInfo>ulu_100G_1_02:102</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_03:103"">
<pcOperatorSpecificInfo>ulu_100G_1_03:103</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_1_04:104"">
<pcOperatorSpecificInfo>ulu_100G_1_04:104</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_2_01:201"">
<pcOperatorSpecificInfo>ulu_100G_2_01:201</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_2_02:202"">
<pcOperatorSpecificInfo>ulu_100G_2_02:202</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_2_03:203"">
<pcOperatorSpecificInfo>ulu_100G_2_03:203</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_3_01:301"">
<pcOperatorSpecificInfo>ulu_100G_3_01:301</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_3_02:302"">
<pcOperatorSpecificInfo>ulu_100G_3_02:302</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""ulu_100G_9_01:901"">
<pcOperatorSpecificInfo>ulu_100G_9_01:901</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000005"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000000"">
<pcOperatorSpecificInfo>operateTime:20150402000000</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
</SetSAPCSubscription>",JOBID=2650;,
internal,node11609210710520948CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.53.078,00 00:00:00.003,0,,,
southbound,node11609210710520948CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.53.078,00 00:00:00.002,0,"dn: mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
mscId: 008615800000001
objectClass: top
objectClass: CUDBMultiServiceConsumer

dn: serv=PCRF
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 11
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: operateTime:20150402000005
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver,serv=PCRF
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage,serv=PCRF
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin,serv=PCRF
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq,serv=PCRF
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G,serv=PCRF
StartD: 23-03-2015T00:00:33
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:44
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G,serv=PCRF
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",
internal,node11609210710520948CAI3G1_2,/3,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.53.083,00 00:00:00.007,0,,,
southbound,node11609210710520948CAI3G1_2,/3/1,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.53.084,00 00:00:00.006,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
changetype: modify
replace: SOpInf
SOpInf: ulu_20G_1_01:010
SOpInf: ulu_100G_1_01:101
SOpInf: ulu_100G_1_02:102
SOpInf: ulu_100G_1_03:103
SOpInf: ulu_100G_1_04:104
SOpInf: ulu_100G_2_01:201
SOpInf: ulu_100G_2_02:202
SOpInf: ulu_100G_2_03:203
SOpInf: ulu_100G_3_01:301
SOpInf: ulu_100G_3_02:302
SOpInf: ulu_100G_9_01:901
SOpInf: operateTime:20150402000000
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
-
replace: CDC
CDC: 11
-
replace: CDC
CDC: 12",,
northbound,node11609210710530949CAI3G1_2,,,ISDN=008615800000001,Get,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.53.128,00 00:00:00.044,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getUsrLocation>
         <inPara>
            <subscriber>
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getUsrLocation>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getUsrLocationResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000001</value></attribute></subscriber><subscribedUsrLocation><attribute><key>ServiceCode</key><value>qq</value></attribute><attribute><key>UsrLocation</key><value>2-011,2-201,2-301,36-021,9-22,9-32,1-201</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>ServiceCode</key><value>feixin</value></attribute><attribute><key>UsrLocation</key><value>0-000,2-202,3-303</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>usrSessionPolicyCode</key><value>100G</value></attribute><attribute><key>UsrLocation</key><value>1-101,1-102,1-103,1-104,2-201,2-202,2-203,3-301,3-302,9-901</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>UsrLocation</key><value>1-010</value></attribute></subscribedUsrLocation></result></ns3:getUsrLocationResponse></S:Body></S:Envelope>",
internal,node11609210710530949CAI3G1_2,/1,,pcSubscriberId=008615800000001,READ,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription,2016-09-21 07.10.53.156,00 00:00:00.001,0,,JOBID=2652;,
internal,node11609210710530949CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.53.157,00 00:00:00.003,0,,,
southbound,node11609210710530949CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.53.157,00 00:00:00.002,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 12
SOpInf: ulu_20G_1_01:010
SOpInf: ulu_100G_1_01:101
SOpInf: ulu_100G_1_02:102
SOpInf: ulu_100G_1_03:103
SOpInf: ulu_100G_1_04:104
SOpInf: ulu_100G_2_01:201
SOpInf: ulu_100G_2_02:202
SOpInf: ulu_100G_2_03:203
SOpInf: ulu_100G_3_01:301
SOpInf: ulu_100G_3_02:302
SOpInf: ulu_100G_9_01:901
SOpInf: operateTime:20150402000000
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G
StartD: 23-03-2015T00:00:33
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:44
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",
northbound,node11609210710550951CAI3G1_2,,,ISDN=008615800000001,Get,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.55.827,00 00:00:00.033,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getUsrLocation>
         <inPara>
            <subscriber>
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getUsrLocation>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getUsrLocationResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000001</value></attribute></subscriber><subscribedUsrLocation><attribute><key>ServiceCode</key><value>qq</value></attribute><attribute><key>UsrLocation</key><value>2-011,2-201,2-301,36-021,9-22,9-32,1-201</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>ServiceCode</key><value>feixin</value></attribute><attribute><key>UsrLocation</key><value>0-000,2-202,3-303</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>usrSessionPolicyCode</key><value>100G</value></attribute><attribute><key>UsrLocation</key><value>1-101,1-102,1-103,2-201,3-301,3-302</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>UsrLocation</key><value>1-010</value></attribute></subscribedUsrLocation></result></ns3:getUsrLocationResponse></S:Body></S:Envelope>",
internal,node11609210710550951CAI3G1_2,/1,,pcSubscriberId=008615800000001,READ,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription,2016-09-21 07.10.55.848,00 00:00:00.000,0,,JOBID=2659;,
internal,node11609210710550951CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.55.848,00 00:00:00.003,0,,,
southbound,node11609210710550951CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.55.848,00 00:00:00.002,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 14
SOpInf: ulu_100G_1_01:101
SOpInf: ulu_100G_1_02:102
SOpInf: ulu_100G_1_03:103
SOpInf: ulu_100G_2_01:201
SOpInf: ulu_100G_3_01:301
SOpInf: ulu_100G_3_02:302
SOpInf: operateTime:20150402000000
SOpInf: ulu_20G_1_01:010
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G
StartD: 23-03-2015T00:00:33
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:44
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",
northbound,node11609210710550952CAI3G1_2,,,ISDN=008615800000001,Get,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.55.894,00 00:00:00.020,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getSubscriberAllInf>
         <inPara>
            <subscriber>
               
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getSubscriberAllInf>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getSubscriberAllInfResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000001</value></attribute><attribute><key>usrNotifyMSISDN</key><value>008615800000022</value></attribute><attribute><key>usrIMSI</key><value>460000000000011</value></attribute><attribute><key>usrBillingType</key><value>0</value></attribute><attribute><key>usrGrade</key><value>2</value></attribute><attribute><key>usrStatus</key><value>2</value></attribute><attribute><key>usrBillCycleDate</key><value>98</value></attribute><attribute><key>PackageType</key><value>2</value></attribute><attribute><key>operateTime</key><value>20150402000000</value></attribute></subscriber><subscribedService><attribute><key>ServiceCode</key><value>feixin</value></attribute><attribute><key>ServiceBillingType</key><value>0</value></attribute><attribute><key>ServiceStartDateTime</key><value>20150402000008</value></attribute><attribute><key>ServiceEndDateTime</key><value>20161010111118</value></attribute><attribute><key>ServiceUsageState</key><value>1</value></attribute></subscribedService><subscribedService><attribute><key>ServiceCode</key><value>qq</value></attribute><attribute><key>ServiceBillingType</key><value>1</value></attribute><attribute><key>ServiceStartDateTime</key><value>20160921071051</value></attribute><attribute><key>ServiceEndDateTime</key><value>20161010222222</value></attribute><attribute><key>ServiceUsageState</key><value>2</value></attribute></subscribedService><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>100G</value></attribute><attribute><key>NotificationCycle</key><value>1</value></attribute><attribute><key>TerminalType</key><value>phone2</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000033</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000044</value></attribute></subscribedUsrSessionPolicy><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>NotificationCycle</key><value>1</value></attribute><attribute><key>TerminalType</key><value>phone2</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000000</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000000</value></attribute></subscribedUsrSessionPolicy><subscribedUsrLocation><attribute><key>ServiceCode</key><value>qq</value></attribute><attribute><key>UsrLocation</key><value>2-011,2-201,2-301,36-021,9-22,9-32,1-201</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>ServiceCode</key><value>feixin</value></attribute><attribute><key>UsrLocation</key><value>0-000,2-202,3-303</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>usrSessionPolicyCode</key><value>100G</value></attribute><attribute><key>UsrLocation</key><value>1-101,1-102,1-103,2-201,3-301,3-302</value></attribute></subscribedUsrLocation><subscribedUsrLocation><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>UsrLocation</key><value>1-010</value></attribute></subscribedUsrLocation></result></ns3:getSubscriberAllInfResponse></S:Body></S:Envelope>",
